sunrise,sunset
2000-03-05 06:51 AM,2000-03-05 06:28 PM
2000-03-06 06:50 AM,2000-03-06 06:29 PM
2000-03-07 06:49 AM,2000-03-07 06:30 PM
2000-03-08 06:47 AM,2000-03-08 06:31 PM
2000-03-09 06:46 AM,2000-03-09 06:32 PM
2000-03-10 06:45 AM,2000-03-10 06:32 PM
2000-03-11 06:43 AM,2000-03-11 06:33 PM
2000-03-12 06:42 AM,2000-03-12 06:34 PM
2000-03-13 06:41 AM,2000-03-13 06:35 PM
2000-03-14 06:39 AM,2000-03-14 06:35 PM
2000-03-15 06:38 AM,2000-03-15 06:36 PM
2000-03-16 06:37 AM,2000-03-16 06:37 PM
2000-03-17 06:35 AM,2000-03-17 06:38 PM
2000-03-18 06:34 AM,2000-03-18 06:39 PM
2000-03-19 06:33 AM,2000-03-19 06:39 PM
2000-03-20 06:31 AM,2000-03-20 06:40 PM
2000-03-21 06:30 AM,2000-03-21 06:41 PM
2000-03-22 06:29 AM,2000-03-22 06:42 PM
2000-03-23 06:27 AM,2000-03-23 06:42 PM
2000-03-24 06:26 AM,2000-03-24 06:43 PM
2000-03-25 06:25 AM,2000-03-25 06:44 PM
2000-03-26 06:23 AM,2000-03-26 06:45 PM
2000-03-27 06:22 AM,2000-03-27 06:45 PM
2000-03-28 06:21 AM,2000-03-28 06:46 PM
2000-03-29 06:19 AM,2000-03-29 06:47 PM
2000-03-30 06:18 AM,2000-03-30 06:48 PM
2000-03-31 06:17 AM,2000-03-31 06:48 PM
2000-04-01 06:15 AM,2000-04-01 06:49 PM
2000-04-02 06:14 AM,2000-04-02 06:50 PM
2000-04-03 06:13 AM,2000-04-03 06:50 PM
2000-04-04 06:11 AM,2000-04-04 06:51 PM
2000-04-05 06:10 AM,2000-04-05 06:52 PM
2000-04-06 06:09 AM,2000-04-06 06:53 PM
2000-04-07 06:07 AM,2000-04-07 06:53 PM
2000-04-08 06:06 AM,2000-04-08 06:54 PM
2000-04-09 06:05 AM,2000-04-09 06:55 PM
2000-04-10 06:04 AM,2000-04-10 06:56 PM
2000-04-11 06:02 AM,2000-04-11 06:56 PM
2000-04-12 06:01 AM,2000-04-12 06:57 PM
2000-04-13 06:00 AM,2000-04-13 06:58 PM
2000-04-14 05:59 AM,2000-04-14 06:59 PM
2000-04-15 05:58 AM,2000-04-15 06:59 PM
2000-04-16 05:56 AM,2000-04-16 07:00 PM
2000-04-17 05:55 AM,2000-04-17 07:01 PM
2000-04-18 05:54 AM,2000-04-18 07:02 PM
2000-04-19 05:53 AM,2000-04-19 07:02 PM
2000-04-20 05:52 AM,2000-04-20 07:03 PM
2000-04-21 05:51 AM,2000-04-21 07:04 PM
2000-04-22 05:49 AM,2000-04-22 07:05 PM
2000-04-23 05:48 AM,2000-04-23 07:06 PM
2000-04-24 05:47 AM,2000-04-24 07:06 PM
2000-04-25 05:46 AM,2000-04-25 07:07 PM
2000-04-26 05:45 AM,2000-04-26 07:08 PM
2000-04-27 05:44 AM,2000-04-27 07:09 PM
2000-04-28 05:43 AM,2000-04-28 07:09 PM
2000-04-29 05:42 AM,2000-04-29 07:10 PM
2000-04-30 05:41 AM,2000-04-30 07:11 PM
2000-05-01 05:40 AM,2000-05-01 07:12 PM
2000-05-02 05:39 AM,2000-05-02 07:12 PM
2000-05-03 05:38 AM,2000-05-03 07:13 PM
2000-05-04 05:37 AM,2000-05-04 07:14 PM
2000-05-05 05:36 AM,2000-05-05 07:15 PM
2000-05-06 05:35 AM,2000-05-06 07:15 PM
2000-05-07 05:34 AM,2000-05-07 07:16 PM
2000-05-08 05:33 AM,2000-05-08 07:17 PM
2000-05-09 05:33 AM,2000-05-09 07:18 PM
2000-05-10 05:32 AM,2000-05-10 07:19 PM
2000-05-11 05:31 AM,2000-05-11 07:19 PM
2000-05-12 05:30 AM,2000-05-12 07:20 PM
2000-05-13 05:29 AM,2000-05-13 07:21 PM
2000-05-14 05:29 AM,2000-05-14 07:22 PM
2000-05-15 05:28 AM,2000-05-15 07:22 PM
2000-05-16 05:27 AM,2000-05-16 07:23 PM
2000-05-17 05:27 AM,2000-05-17 07:24 PM
2000-05-18 05:26 AM,2000-05-18 07:24 PM
2000-05-19 05:25 AM,2000-05-19 07:25 PM
2000-05-20 05:25 AM,2000-05-20 07:26 PM
2000-05-21 05:24 AM,2000-05-21 07:27 PM
2000-05-22 05:24 AM,2000-05-22 07:27 PM
2000-05-23 05:23 AM,2000-05-23 07:28 PM
2000-05-24 05:23 AM,2000-05-24 07:29 PM
2000-05-25 05:22 AM,2000-05-25 07:29 PM
2000-05-26 05:22 AM,2000-05-26 07:30 PM
2000-05-27 05:21 AM,2000-05-27 07:31 PM
2000-05-28 05:21 AM,2000-05-28 07:31 PM
2000-05-29 05:21 AM,2000-05-29 07:32 PM
2000-05-30 05:20 AM,2000-05-30 07:32 PM
2000-05-31 05:20 AM,2000-05-31 07:33 PM
2000-06-01 05:20 AM,2000-06-01 07:34 PM
2000-06-02 05:19 AM,2000-06-02 07:34 PM
2000-06-03 05:19 AM,2000-06-03 07:35 PM
2000-06-04 05:19 AM,2000-06-04 07:35 PM
2000-06-05 05:19 AM,2000-06-05 07:36 PM
2000-06-06 05:19 AM,2000-06-06 07:36 PM
2000-06-07 05:18 AM,2000-06-07 07:37 PM
2000-06-08 05:18 AM,2000-06-08 07:37 PM
2000-06-09 05:18 AM,2000-06-09 07:38 PM
2000-06-10 05:18 AM,2000-06-10 07:38 PM
2000-06-11 05:18 AM,2000-06-11 07:39 PM
2000-06-12 05:18 AM,2000-06-12 07:39 PM
2000-06-13 05:18 AM,2000-06-13 07:39 PM
2000-06-14 05:18 AM,2000-06-14 07:40 PM
2000-06-15 05:18 AM,2000-06-15 07:40 PM
2000-06-16 05:18 AM,2000-06-16 07:40 PM
2000-06-17 05:19 AM,2000-06-17 07:41 PM
2000-06-18 05:19 AM,2000-06-18 07:41 PM
2000-06-19 05:19 AM,2000-06-19 07:41 PM
2000-06-20 05:19 AM,2000-06-20 07:41 PM
2000-06-21 05:19 AM,2000-06-21 07:42 PM
2000-06-22 05:19 AM,2000-06-22 07:42 PM
2000-06-23 05:20 AM,2000-06-23 07:42 PM
2000-06-24 05:20 AM,2000-06-24 07:42 PM
2000-06-25 05:20 AM,2000-06-25 07:42 PM
2000-06-26 05:21 AM,2000-06-26 07:42 PM
2000-06-27 05:21 AM,2000-06-27 07:42 PM
2000-06-28 05:21 AM,2000-06-28 07:42 PM
2000-06-29 05:22 AM,2000-06-29 07:42 PM
2000-06-30 05:22 AM,2000-06-30 07:42 PM
2000-07-01 05:23 AM,2000-07-01 07:42 PM
2000-07-02 05:23 AM,2000-07-02 07:42 PM
2000-07-03 05:23 AM,2000-07-03 07:42 PM
2000-07-04 05:24 AM,2000-07-04 07:42 PM
2000-07-05 05:24 AM,2000-07-05 07:42 PM
2000-07-06 05:25 AM,2000-07-06 07:42 PM
2000-07-07 05:25 AM,2000-07-07 07:42 PM
2000-07-08 05:26 AM,2000-07-08 07:41 PM
2000-07-09 05:27 AM,2000-07-09 07:41 PM
2000-07-10 05:27 AM,2000-07-10 07:41 PM
2000-07-11 05:28 AM,2000-07-11 07:40 PM
2000-07-12 05:28 AM,2000-07-12 07:40 PM
2000-07-13 05:29 AM,2000-07-13 07:40 PM
2000-07-14 05:29 AM,2000-07-14 07:39 PM
2000-07-15 05:30 AM,2000-07-15 07:39 PM
2000-07-16 05:31 AM,2000-07-16 07:39 PM
2000-07-17 05:31 AM,2000-07-17 07:38 PM
2000-07-18 05:32 AM,2000-07-18 07:38 PM
2000-07-19 05:33 AM,2000-07-19 07:37 PM
2000-07-20 05:33 AM,2000-07-20 07:36 PM
2000-07-21 05:34 AM,2000-07-21 07:36 PM
2000-07-22 05:35 AM,2000-07-22 07:35 PM
2000-07-23 05:35 AM,2000-07-23 07:35 PM
2000-07-24 05:36 AM,2000-07-24 07:34 PM
2000-07-25 05:37 AM,2000-07-25 07:33 PM
2000-07-26 05:37 AM,2000-07-26 07:33 PM
2000-07-27 05:38 AM,2000-07-27 07:32 PM
2000-07-28 05:39 AM,2000-07-28 07:31 PM
2000-07-29 05:39 AM,2000-07-29 07:30 PM
2000-07-30 05:40 AM,2000-07-30 07:30 PM
2000-07-31 05:41 AM,2000-07-31 07:29 PM
2000-08-01 05:41 AM,2000-08-01 07:28 PM
2000-08-02 05:42 AM,2000-08-02 07:27 PM
2000-08-03 05:43 AM,2000-08-03 07:26 PM
2000-08-04 05:43 AM,2000-08-04 07:25 PM
2000-08-05 05:44 AM,2000-08-05 07:24 PM
2000-08-06 05:45 AM,2000-08-06 07:23 PM
2000-08-07 05:46 AM,2000-08-07 07:22 PM
2000-08-08 05:46 AM,2000-08-08 07:21 PM
2000-08-09 05:47 AM,2000-08-09 07:20 PM
2000-08-10 05:48 AM,2000-08-10 07:19 PM
2000-08-11 05:48 AM,2000-08-11 07:18 PM
2000-08-12 05:49 AM,2000-08-12 07:17 PM
2000-08-13 05:50 AM,2000-08-13 07:16 PM
2000-08-14 05:50 AM,2000-08-14 07:15 PM
2000-08-15 05:51 AM,2000-08-15 07:14 PM
2000-08-16 05:52 AM,2000-08-16 07:13 PM
2000-08-17 05:53 AM,2000-08-17 07:12 PM
2000-08-18 05:53 AM,2000-08-18 07:11 PM
2000-08-19 05:54 AM,2000-08-19 07:09 PM
2000-08-20 05:55 AM,2000-08-20 07:08 PM
2000-08-21 05:55 AM,2000-08-21 07:07 PM
2000-08-22 05:56 AM,2000-08-22 07:06 PM
2000-08-23 05:57 AM,2000-08-23 07:05 PM
2000-08-24 05:57 AM,2000-08-24 07:03 PM
2000-08-25 05:58 AM,2000-08-25 07:02 PM
2000-08-26 05:59 AM,2000-08-26 07:01 PM
2000-08-27 05:59 AM,2000-08-27 07:00 PM
2000-08-28 06:00 AM,2000-08-28 06:58 PM
2000-08-29 06:01 AM,2000-08-29 06:57 PM
2000-08-30 06:01 AM,2000-08-30 06:56 PM
2000-08-31 06:02 AM,2000-08-31 06:54 PM
2000-09-01 06:03 AM,2000-09-01 06:53 PM
2000-09-02 06:03 AM,2000-09-02 06:52 PM
2000-09-03 06:04 AM,2000-09-03 06:50 PM
2000-09-04 06:05 AM,2000-09-04 06:49 PM
2000-09-05 06:05 AM,2000-09-05 06:48 PM
2000-09-06 06:06 AM,2000-09-06 06:46 PM
2000-09-07 06:07 AM,2000-09-07 06:45 PM
2000-09-08 06:07 AM,2000-09-08 06:44 PM
2000-09-09 06:08 AM,2000-09-09 06:42 PM
2000-09-10 06:09 AM,2000-09-10 06:41 PM
2000-09-11 06:09 AM,2000-09-11 06:39 PM
2000-09-12 06:10 AM,2000-09-12 06:38 PM
2000-09-13 06:10 AM,2000-09-13 06:37 PM
2000-09-14 06:11 AM,2000-09-14 06:35 PM
2000-09-15 06:12 AM,2000-09-15 06:34 PM
2000-09-16 06:12 AM,2000-09-16 06:33 PM
2000-09-17 06:13 AM,2000-09-17 06:31 PM
2000-09-18 06:14 AM,2000-09-18 06:30 PM
2000-09-19 06:14 AM,2000-09-19 06:28 PM
2000-09-20 06:15 AM,2000-09-20 06:27 PM
2000-09-21 06:16 AM,2000-09-21 06:26 PM
2000-09-22 06:16 AM,2000-09-22 06:24 PM
2000-09-23 06:17 AM,2000-09-23 06:23 PM
2000-09-24 06:18 AM,2000-09-24 06:21 PM
2000-09-25 06:18 AM,2000-09-25 06:20 PM
2000-09-26 06:19 AM,2000-09-26 06:19 PM
2000-09-27 06:20 AM,2000-09-27 06:17 PM
2000-09-28 06:21 AM,2000-09-28 06:16 PM
2000-09-29 06:21 AM,2000-09-29 06:15 PM
2000-09-30 06:22 AM,2000-09-30 06:13 PM
2000-10-01 06:23 AM,2000-10-01 06:12 PM
2000-10-02 06:23 AM,2000-10-02 06:11 PM
2000-10-03 06:24 AM,2000-10-03 06:09 PM
2000-10-04 06:25 AM,2000-10-04 06:08 PM
2000-10-05 06:25 AM,2000-10-05 06:07 PM
2000-10-06 06:26 AM,2000-10-06 06:05 PM
2000-10-07 06:27 AM,2000-10-07 06:04 PM
2000-10-08 06:28 AM,2000-10-08 06:03 PM
2000-10-09 06:28 AM,2000-10-09 06:02 PM
2000-10-10 06:29 AM,2000-10-10 06:00 PM
2000-10-11 06:30 AM,2000-10-11 05:59 PM
2000-10-12 06:31 AM,2000-10-12 05:58 PM
2000-10-13 06:31 AM,2000-10-13 05:57 PM
2000-10-14 06:32 AM,2000-10-14 05:56 PM
2000-10-15 06:33 AM,2000-10-15 05:54 PM
2000-10-16 06:34 AM,2000-10-16 05:53 PM
2000-10-17 06:35 AM,2000-10-17 05:52 PM
2000-10-18 06:35 AM,2000-10-18 05:51 PM
2000-10-19 06:36 AM,2000-10-19 05:50 PM
2000-10-20 06:37 AM,2000-10-20 05:49 PM
2000-10-21 06:38 AM,2000-10-21 05:47 PM
2000-10-22 06:39 AM,2000-10-22 05:46 PM
2000-10-23 06:39 AM,2000-10-23 05:45 PM
2000-10-24 06:40 AM,2000-10-24 05:44 PM
2000-10-25 06:41 AM,2000-10-25 05:43 PM
2000-10-26 06:42 AM,2000-10-26 05:42 PM
2000-10-27 06:43 AM,2000-10-27 05:41 PM
2000-10-28 06:44 AM,2000-10-28 05:40 PM
2000-10-29 06:45 AM,2000-10-29 05:39 PM
2000-10-30 06:45 AM,2000-10-30 05:38 PM
2000-10-31 06:46 AM,2000-10-31 05:37 PM
2000-11-01 06:47 AM,2000-11-01 05:36 PM
2000-11-02 06:48 AM,2000-11-02 05:35 PM
2000-11-03 06:49 AM,2000-11-03 05:34 PM
2000-11-04 06:50 AM,2000-11-04 05:34 PM
2000-11-05 06:51 AM,2000-11-05 05:33 PM
2000-11-06 06:52 AM,2000-11-06 05:32 PM
2000-11-07 06:53 AM,2000-11-07 05:31 PM
2000-11-08 06:54 AM,2000-11-08 05:30 PM
2000-11-09 06:55 AM,2000-11-09 05:30 PM
2000-11-10 06:55 AM,2000-11-10 05:29 PM
2000-11-11 06:56 AM,2000-11-11 05:28 PM
2000-11-12 06:57 AM,2000-11-12 05:28 PM
2000-11-13 06:58 AM,2000-11-13 05:27 PM
2000-11-14 06:59 AM,2000-11-14 05:26 PM
2000-11-15 07:00 AM,2000-11-15 05:26 PM
2000-11-16 07:01 AM,2000-11-16 05:25 PM
2000-11-17 07:02 AM,2000-11-17 05:25 PM
2000-11-18 07:03 AM,2000-11-18 05:24 PM
2000-11-19 07:04 AM,2000-11-19 05:24 PM
2000-11-20 07:05 AM,2000-11-20 05:23 PM
2000-11-21 07:06 AM,2000-11-21 05:23 PM
2000-11-22 07:07 AM,2000-11-22 05:23 PM
2000-11-23 07:08 AM,2000-11-23 05:22 PM
2000-11-24 07:09 AM,2000-11-24 05:22 PM
2000-11-25 07:09 AM,2000-11-25 05:22 PM
2000-11-26 07:10 AM,2000-11-26 05:21 PM
2000-11-27 07:11 AM,2000-11-27 05:21 PM
2000-11-28 07:12 AM,2000-11-28 05:21 PM
2000-11-29 07:13 AM,2000-11-29 05:21 PM
2000-11-30 07:14 AM,2000-11-30 05:21 PM
2000-12-01 07:15 AM,2000-12-01 05:21 PM
2000-12-02 07:16 AM,2000-12-02 05:20 PM
2000-12-03 07:16 AM,2000-12-03 05:20 PM
2000-12-04 07:17 AM,2000-12-04 05:20 PM
2000-12-05 07:18 AM,2000-12-05 05:20 PM
2000-12-06 07:19 AM,2000-12-06 05:20 PM
2000-12-07 07:20 AM,2000-12-07 05:21 PM
2000-12-08 07:20 AM,2000-12-08 05:21 PM
2000-12-09 07:21 AM,2000-12-09 05:21 PM
2000-12-10 07:22 AM,2000-12-10 05:21 PM
2000-12-11 07:23 AM,2000-12-11 05:21 PM
2000-12-12 07:23 AM,2000-12-12 05:21 PM
2000-12-13 07:24 AM,2000-12-13 05:22 PM
2000-12-14 07:25 AM,2000-12-14 05:22 PM
2000-12-15 07:25 AM,2000-12-15 05:22 PM
2000-12-16 07:26 AM,2000-12-16 05:23 PM
2000-12-17 07:27 AM,2000-12-17 05:23 PM
2000-12-18 07:27 AM,2000-12-18 05:24 PM
2000-12-19 07:28 AM,2000-12-19 05:24 PM
2000-12-20 07:28 AM,2000-12-20 05:24 PM
2000-12-21 07:29 AM,2000-12-21 05:25 PM
2000-12-22 07:29 AM,2000-12-22 05:25 PM
2000-12-23 07:30 AM,2000-12-23 05:26 PM
2000-12-24 07:30 AM,2000-12-24 05:27 PM
2000-12-25 07:31 AM,2000-12-25 05:27 PM
2000-12-26 07:31 AM,2000-12-26 05:28 PM
2000-12-27 07:31 AM,2000-12-27 05:28 PM
2000-12-28 07:32 AM,2000-12-28 05:29 PM
2000-12-29 07:32 AM,2000-12-29 05:30 PM
2000-12-30 07:32 AM,2000-12-30 05:31 PM
2000-12-31 07:33 AM,2000-12-31 05:31 PM
